,ATC_LVL5,ATC_LVL4,ATC_LVL3,ATC_LVL2,ATC_LVL1,active_ingredient,smile_x,ATC_LVL0
1115,moexipril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,moexipril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,ROOT
1116,mazindol,centrally acting antiobesity products,"antiobesity preparations, excl. diet products","antiobesity preparations, excl. diet products",alimentary tract and metabolism drugs,mazindol,OC1(c2ccc(Cl)cc2)c2ccccc2C2=NCCN21,ROOT
1117,clofazimine,drugs for treatment of lepra,drugs for treatment of lepra,antimycobacterials,antiinfectives for systemic use,clofazimine,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,ROOT
1118,carbachol,"choline esters, parasympathomimetics",parasympathomimetics,other nervous system drugs in atc,nervous system drugs,carbachol,C[N+](C)(C)CCOC(N)=O,ROOT
1119,carbachol,"parasympathomimetics, antiglaucoma preparations and miotics",antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,carbachol,C[N+](C)(C)CCOC(N)=O,ROOT
1120,gadodiamide,paramagnetic contrast media,magnetic resonance imaging contrast media,contrast media,various drug classes in atc,gadodiamide,CNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NC)CC(=O)[O-])CC(=O)[O-],ROOT
1121,lenalidomide,other immunosuppressants in atc,immunosuppressants,immunosuppressants,antineoplastic and immunomodulating agents,lenalidomide,Nc1cccc2c1CN(C1CCC(=O)NC1=O)C2=O,ROOT
1122,loratadine,other antihistamines for systemic use in atc,antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,loratadine,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,ROOT
1123,gadoversetamide,paramagnetic contrast media,magnetic resonance imaging contrast media,contrast media,various drug classes in atc,gadoversetamide,COCCNC(=O)CN(CCN(CCN(CC(=O)[O-])CC(=O)NCCOC)CC(=O)[O-])CC(=O)[O-],ROOT
1124,maraviroc,other antivirals in atc,direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,maraviroc,Cc1nnc(C(C)C)n1C1C[C@@H]2CC[C@H](C1)N2CC[C@H](NC(=O)C1CCC(F)(F)CC1)c1ccccc1,ROOT
1125,omeprazole,proton pump inhibitors for peptic ulcer and gord,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,omeprazole,COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,ROOT
1126,metharbital,barbiturates and derivatives,antiepileptics,antiepileptics,nervous system drugs,metharbital,CCC1(CC)C(=O)NC(=O)N(C)C1=O,ROOT
1127,guaifenesin,expectorants,"expectorants, excl. combinations with cough suppressants",cough and cold preparations,respiratory system drugs,guaifenesin,COc1ccccc1OCC(O)CO,ROOT
1128,toremifene,anti-estrogens,hormone antagonists and related agents,endocrine therapy antineoplastic and immunomodulating agents,antineoplastic and immunomodulating agents,toremifene,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,ROOT
1129,cefonicid,second-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,cefonicid,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,ROOT
1130,latanoprost,"prostaglandin analogues, antiglaucoma drugs and miotics",antiglaucoma preparations and miotics,ophthalmologicals,sensory organ drugs,latanoprost,CC(C)OC(=O)CCC/C=C\C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCc1ccccc1,ROOT
1131,quinethazone,"sulfonamides, low-ceiling diuretics, plain","low-ceiling diuretics, excl. thiazides",diuretics,cardiovascular system drugs,quinethazone,CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,ROOT
1132,atovaquone,other agents against amoebiasis and other protozoal diseases in atc,agents against amoebiasis and other protozoal diseases,antiprotozoals,"antiparasitic products, insecticides and repellents",atovaquone,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,ROOT
1133,entecavir,nucleoside and nucleotide reverse transcriptase inhibitors,direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,entecavir,C=C1[C@@H](n2cnc3c(=O)nc(N)[nH]c32)C[C@H](O)[C@H]1CO,ROOT
1134,clocortolone,"corticosteroids, moderately potent (group ii)","corticosteroid dermatological preparations, plain","corticosteroids, dermatological preparations",dermatologicals,clocortolone,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,ROOT
1135,cefmetazole,second-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,cefmetazole,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21,ROOT
1136,lumiracoxib,coxibs,"antiinflammatory and antirheumatic products, non-steroids",antiinflammatory and antirheumatic products,musculo-skeletal system drugs,lumiracoxib,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,ROOT
1137,desipramine,non-selective monoamine reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,desipramine,CNCCCN1c2ccccc2CCc2ccccc21,ROOT
1138,ergocalciferol,vitamin d and analogues,"vitamin a and d, incl. combinations of the two",vitamins,alimentary tract and metabolism drugs,ergocalciferol,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,ROOT
1139,losartan,"angiotensin ii antagonists, plain","angiotensin ii antagonists, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ROOT
1140,pirenzepine,other drugs for peptic ulcer and gastro-oesophageal reflux disease (gord) in atc,drugs for peptic ulcer and gastro-oesophageal reflux disease (gord),drugs for acid related disorders,alimentary tract and metabolism drugs,pirenzepine,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,ROOT
1141,quinapril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,quinapril,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,ROOT
1142,irbesartan,"angiotensin ii antagonists, plain","angiotensin ii antagonists, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,ROOT
1143,acetohexamide,sulfonylureas for blood glucose lowering,"blood glucose lowering drugs, excl. insulins",drugs used in diabetes,alimentary tract and metabolism drugs,acetohexamide,CC(=O)c1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,ROOT
1144,hetacillin,penicillins with extended spectrum,"beta-lactam antibacterials, penicillins",antibacterials for systemic use,antiinfectives for systemic use,hetacillin,CC1(C)S[C@@H]2[C@H](N3C(=O)[C@@H](c4ccccc4)NC3(C)C)C(=O)N2[C@H]1C(=O)O,ROOT
1145,desvenlafaxine,other antidepressants in atc,antidepressants,psychoanaleptics,nervous system drugs,desvenlafaxine,CN(C)CC(c1ccc(O)cc1)C1(O)CCCCC1,ROOT
1146,fosinopril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,fosinopril,CCC(=O)OC(OP(=O)(CCCCc1ccccc1)CC(=O)N1C[C@H](C2CCCCC2)C[C@H]1C(=O)O)C(C)C,ROOT
1147,riboflavin,other plain vitamin preparations in atc,other plain vitamin preparations in atc,vitamins,alimentary tract and metabolism drugs,riboflavin,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C,ROOT
1148,trifluoperazine,"phenothiazines with piperazine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,trifluoperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ROOT
1149,benzatropine,"ethers of tropine or tropine derivatives, anticholinergic",anticholinergic agents,anti-parkinson drugs,nervous system drugs,benzatropine,CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2,ROOT
1150,risperidone,other antipsychotics in atc,antipsychotics,psycholeptics,nervous system drugs,risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,ROOT
1151,vandetanib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,vandetanib,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,ROOT
1152,zolpidem,benzodiazepine related hypnotics and sedatives,hypnotics and sedatives,psycholeptics,nervous system drugs,zolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,ROOT
1153,lincomycin,lincosamides,"macrolides, lincosamides and streptogramins",antibacterials for systemic use,antiinfectives for systemic use,lincomycin,CCC[C@@H]1CC(C(=O)N[C@H]([C@@H](C)O)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1,ROOT
1154,praziquantel,"quinoline derivatives and related substances, antitrematodals",antitrematodals,anthelmintics,"antiparasitic products, insecticides and repellents",praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,ROOT
1155,topotecan,other antineoplastic agents in atc,other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,topotecan,CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1,ROOT
1156,methylphenidate,centrally acting sympathomimetics,"psychostimulants, agents used for adhd and nootropics",psychoanaleptics,nervous system drugs,methylphenidate,COC(=O)C(c1ccccc1)C1CCCCN1,ROOT
1157,pentoxifylline,"purine derivatives, peripheral vasodilators",peripheral vasodilators,peripheral vasodilators,cardiovascular system drugs,pentoxifylline,CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O,ROOT
1158,pseudoephedrine,sympathomimetics,nasal decongestants for systemic use,nasal preparations,respiratory system drugs,pseudoephedrine,CN[C@@H](C)[C@@H](O)c1ccccc1,ROOT
1159,erlotinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,erlotinib,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,ROOT
1160,estazolam,benzodiazepine derivative hypnotics and sedatives,hypnotics and sedatives,psycholeptics,nervous system drugs,estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,ROOT
1161,bacampicillin,penicillins with extended spectrum,"beta-lactam antibacterials, penicillins",antibacterials for systemic use,antiinfectives for systemic use,bacampicillin,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,ROOT
1162,pregabalin,other antiepileptics in atc,antiepileptics,antiepileptics,nervous system drugs,pregabalin,CC(C)C[C@H](CN)CC(=O)O,ROOT
1163,darunavir,"protease inhibitors, direct acting antivirals",direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,darunavir,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1,ROOT
1164,pefloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,pefloxacin,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,ROOT
1165,tramadol,other opioids in atc,opioid analgesics,analgesics,nervous system drugs,tramadol,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,ROOT
1166,cefamandole,second-generation cephalosporins,other beta-lactam antibacterials in atc,antibacterials for systemic use,antiinfectives for systemic use,cefamandole,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](O)c3ccccc3)[C@H]2SC1,ROOT
1167,medrysone,"corticosteroid ophthalmologic antiinflammatory agents, plain","antiinflammatory agents, ophthalmologic",ophthalmologicals,sensory organ drugs,medrysone,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,ROOT
1168,remifentanil,opioid anesthetics,"anesthetics, general",anesthetics,nervous system drugs,remifentanil,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,ROOT
1169,procainamide,"antiarrhythmics, class ia","antiarrhythmics, class i and iii",cardiac therapy drugs,cardiovascular system drugs,procainamide,CCN(CC)CCNC(=O)c1ccc(N)cc1,ROOT
1170,lorazepam,benzodiazepine derivative anxiolytics,anxiolytics,psycholeptics,nervous system drugs,lorazepam,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,ROOT
1171,primaquine,aminoquinoline antimalarials,antimalarials,antiprotozoals,"antiparasitic products, insecticides and repellents",primaquine,COc1cc(NC(C)CCCN)c2ncccc2c1,ROOT
1172,rilpivirine,non-nucleoside reverse transcriptase inhibitors,direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,rilpivirine,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1,ROOT
1173,tubocurarine,"curare alkaloid muscle relaxants, peripherally acting","muscle relaxants, peripherally acting agents",muscle relaxants,musculo-skeletal system drugs,tubocurarine,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,ROOT
1174,azidocillin,beta-lactamase sensitive penicillins,"beta-lactam antibacterials, penicillins",antibacterials for systemic use,antiinfectives for systemic use,azidocillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N=[N+]=[N-])c3ccccc3)C(=O)N2[C@H]1C(=O)O,ROOT
1175,protriptyline,non-selective monoamine reuptake inhibitors,antidepressants,psychoanaleptics,nervous system drugs,protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,ROOT
1176,epoprostenol,platelet aggregation inhibitors excl. heparin,antithrombotic agents,antithrombotic agents,blood and blood forming organ drugs,epoprostenol,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)C[C@@H]2OC(=CCCCC(=O)O)C[C@@H]21,ROOT
1177,ergotamine,"ergot alkaloids, antimigraine",antimigraine preparations,analgesics,nervous system drugs,ergotamine,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,ROOT
1178,fluvastatin,"hmg coa reductase inhibitors, plain lipid modifying drugs","lipid modifying agents, plain",lipid modifying agents,cardiovascular system drugs,fluvastatin,CC(C)n1c(/C=C/[C@H](O)C[C@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,ROOT
1179,cladribine,"purine analogs, antimetabolites antineoplastic",antimetabolites,antineoplastic agents,antineoplastic and immunomodulating agents,cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,ROOT
1180,daunorubicin,anthracyclines and related substances,cytotoxic antibiotics and related substances,antineoplastic agents,antineoplastic and immunomodulating agents,daunorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,ROOT
1181,oxybuprocaine,anesthetics for topical use,"antipruritics, incl. antihistamines, anesthetics, etc.","antipruritics, incl. antihistamines, anesthetics, etc.",dermatologicals,oxybuprocaine,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,ROOT
1182,oxybuprocaine,local anesthetics,"local anesthetics, ophthalmologic",ophthalmologicals,sensory organ drugs,oxybuprocaine,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N,ROOT
1183,remikiren,renin-inhibitors,other agents acting on the renin-angiotensin system in atc,agents acting on the renin-angiotensin system,cardiovascular system drugs,remikiren,CC(C)(C)S(=O)(=O)C[C@H](Cc1ccccc1)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](CC1CCCCC1)[C@H](O)[C@H](O)C1CC1,ROOT
1184,oseltamivir,"neuraminidase inhibitors, direct acting antivirals",direct acting antivirals,antivirals for systemic use,antiinfectives for systemic use,oseltamivir,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1,ROOT
1185,almotriptan,"selective serotonin (5ht1) agonists, antimigraine drugs",antimigraine preparations,analgesics,nervous system drugs,almotriptan,CN(C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,ROOT
1186,lisinopril,"ace inhibitors, plain","ace inhibitors, plain",agents acting on the renin-angiotensin system,cardiovascular system drugs,lisinopril,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,ROOT
1187,hydralazine,hydrazinophthalazine derivatives acting on arteriolar smooth muscle,"arteriolar smooth muscle, agents acting on",antihypertensives,cardiovascular system drugs,hydralazine,NNc1nncc2ccccc12,ROOT
1188,butorphanol,"morphinan derivatives, opiod analgesics",opioid analgesics,analgesics,nervous system drugs,butorphanol,Oc1ccc2c(c1)[C@@]13CCCC[C@@]1(O)[C@@H](C2)N(CC1CCC1)CC3,ROOT
1189,lornoxicam,"oxicams, antiinflammatory and antirheumatic drugs","antiinflammatory and antirheumatic products, non-steroids",antiinflammatory and antirheumatic products,musculo-skeletal system drugs,lornoxicam,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sc(Cl)cc2S1(=O)=O,ROOT
1190,brompheniramine,"substituted alkylamines, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,brompheniramine,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,ROOT
1191,perphenazine,"phenothiazines with piperazine structure, antipsychotics",antipsychotics,psycholeptics,nervous system drugs,perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,ROOT
1192,phenoxybenzamine,other peripheral vasodilators in atc,peripheral vasodilators,peripheral vasodilators,cardiovascular system drugs,phenoxybenzamine,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,ROOT
1193,methyprylon,"piperidinedione derivatives, hypnotics and sedatives",hypnotics and sedatives,psycholeptics,nervous system drugs,methyprylon,CCC1(CC)C(=O)NCC(C)C1=O,ROOT
1194,selegiline,"mao b inhibitors, dopaminergic anti-parkinson drugs",dopaminergic agents,anti-parkinson drugs,nervous system drugs,selegiline,C#CCN(C)C(C)Cc1ccccc1,ROOT
1195,trametinib,"protein kinase inhibitors, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,trametinib,CC(=O)Nc1cccc(-n2c(=O)n(C3CC3)c(=O)c3c(Nc4ccc(I)cc4F)n(C)c(=O)c(C)c32)c1,ROOT
1196,hyoscyamine,"belladonna alkaloids, tertiary amines for functional gastrointestinal disorders","belladonna and derivatives containing drugs, plain for functional gastrointestinal disorders",drugs for functional gastrointestinal disorders,alimentary tract and metabolism drugs,hyoscyamine,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)[C@H](CO)c1ccccc1)C2,ROOT
1197,carboplatin,"platinum compounds, antineoplastic drugs",other antineoplastic agents in atc,antineoplastic agents,antineoplastic and immunomodulating agents,carboplatin,O=C1O[Pt]OC(=O)C12CCC2,ROOT
1198,hexafluronium,"other quaternary ammonium compounds in atc, muscle relaxants, peripherally acting","muscle relaxants, peripherally acting agents",muscle relaxants,musculo-skeletal system drugs,hexafluronium,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,ROOT
1199,ketotifen,other antiallergics in atc,decongestants and antiallergics,ophthalmologicals,sensory organ drugs,ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ROOT
1200,ketotifen,other antihistamines for systemic use in atc,antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,ketotifen,CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1,ROOT
1201,fluconazole,"imidazole and triazole derivatives, topical antifungals",antifungals for topical use,antifungals for dermatological use,dermatologicals,fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ROOT
1202,fluconazole,"triazole derivatives, systemic antimycotics",antimycotics for systemic use,antimycotics for systemic use,antiinfectives for systemic use,fluconazole,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,ROOT
1203,hydrocodone,"opium alkaloids and derivatives, cough suppressants","cough suppressants, excl. combinations with expectorants",cough and cold preparations,respiratory system drugs,hydrocodone,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,ROOT
1204,tadalafil,drugs used in erectile dysfunction,urologicals,urologicals,genito urinary system and sex hormones,tadalafil,CN1CC(=O)N2[C@H](Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,ROOT
1205,trimethobenzamide,"aminoalkyl ethers, systemic antihistamines",antihistamines for systemic use,antihistamines for systemic use,respiratory system drugs,trimethobenzamide,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,ROOT
1206,desflurane,"halogenated hydrocarbons, general anesthetics","anesthetics, general",anesthetics,nervous system drugs,desflurane,FC(F)OC(F)C(F)(F)F,ROOT
1207,trovafloxacin,"fluoroquinolone antibacterials, systemic",quinolone antibacterials,antibacterials for systemic use,antiinfectives for systemic use,trovafloxacin,NC1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@H]12,ROOT
1208,bromazepam,benzodiazepine derivative anxiolytics,anxiolytics,psycholeptics,nervous system drugs,bromazepam,O=C1CN=C(c2ccccn2)c2cc(Br)ccc2N1,ROOT
